Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable,F1_Score
?f  daughter  ?a  ?b  sister  ?f   ,?a  mother  ?b,0.219957836,0.391739675,0.494470774,313,799,633,?b,0.3044747085766486
?b  sister  ?f  ?f  son  ?a   ,?a  mother  ?b,0.243148278,0.400926999,0.499278499,346,863,693,?b,0.3270321357880515
?e  mother  ?a  ?e  wife  ?b   ,?a  son  ?b,0.287878788,0.404255319,0.755166932,475,1175,629,?a,0.41684949557501355
?a  mother  ?f  ?b  sister  ?f   ,?a  mother  ?b,0.313422347,0.805054152,1.0,446,554,446,?b,0.4772605669697807
?f  husband  ?a  ?b  son  ?f   ,?a  mother  ?b,0.344342937,0.621827411,0.739064857,490,788,663,?b,0.4697986573518504
?b  son  ?f  ?a  wife  ?f   ,?a  mother  ?b,0.333801827,0.618489583,0.733024691,475,768,648,?b,0.4587155961413971
?b  brother  ?f  ?a  mother  ?f   ,?a  mother  ?b,0.415319747,0.810699588,1.0,591,729,591,?b,0.5868917576827959
?b  sister  ?f  ?f  uncle  ?a   ,?a  son  ?b,0.12,0.073170732,0.14032601,198,2706,1411,?a,0.1293694871288505
?b  daughter  ?f  ?f  husband  ?a   ,?a  mother  ?b,0.279690794,0.614197531,0.758095238,398,648,525,?b,0.4086242298621321
?b  nephew  ?f  ?a  sister  ?f   ,?a  mother  ?b,0.170765987,0.137288136,0.169102296,243,1770,1437,?b,0.16993006952876596
?b  daughter  ?f  ?a  wife  ?f   ,?a  mother  ?b,0.274771609,0.609984399,0.750479846,391,641,521,?b,0.4022633741251159
?b  niece  ?f  ?a  sister  ?f   ,?a  mother  ?b,0.133520731,0.13185288,0.173199635,190,1441,1097,?b,0.15079365074918555
?a  son  ?f  ?f  wife  ?b   ,?a  son  ?b,0.26969697,0.718901454,0.718901454,445,619,619,?a,0.3922432793042655
?f  husband  ?b  ?a  son  ?f   ,?a  son  ?b,0.278181818,0.58248731,0.58248731,459,788,788,?a,0.37653814592901164
?a  mother  ?e  ?e  sister  ?b   ,?a  mother  ?b,0.501054111,0.811149033,1.0,713,879,713,?b,0.6676029962253639
?e  father  ?b  ?e  husband  ?a   ,?a  mother  ?b,0.634574842,0.627955494,0.762025316,903,1438,1185,?b,0.6924846624579862
?e  daughter  ?b  ?e  sister  ?a   ,?a  son  ?b,0.451515152,0.421618563,0.813318777,745,1767,916,?a,0.5806703043014418
?f  aunt  ?b  ?a  sister  ?f   ,?a  mother  ?b,0.210822207,0.118623962,0.148883375,300,2529,2015,?b,0.1745200701562014
?f  father  ?b  ?a  wife  ?f   ,?a  mother  ?b,0.620520028,0.619214586,0.745777027,883,1426,1184,?b,0.6774069811279755
?f  brother  ?b  ?a  mother  ?f   ,?a  mother  ?b,0.605059733,0.802423113,1.0,861,1073,861,?b,0.7539404553736943
?a  daughter  ?f  ?b  husband  ?f   ,?a  daughter  ?b,0.295471418,0.783464567,0.867102397,398,508,459,?b,0.44075304550496686
?b  brother  ?f  ?f  uncle  ?a   ,?a  daughter  ?b,0.198960653,0.079289941,0.193083573,268,3380,1388,?b,0.19597806175904844
?e  brother  ?b  ?e  son  ?a   ,?a  mother  ?b,0.588193956,0.396682464,0.501197605,837,2110,1670,?b,0.5412221143921186
?f  father  ?a  ?b  wife  ?f   ,?a  daughter  ?b,0.270972532,0.255960729,0.398037077,365,1426,917,?b,0.32243816272172243
?a  sister  ?f  ?f  uncle  ?b   ,?a  mother  ?b,0.248770204,0.130820399,0.165575304,354,2706,2138,?b,0.19882055607293814
?a  nephew  ?f  ?f  sister  ?b   ,?a  son  ?b,0.273333333,0.148894024,0.15524957,451,3029,2905,?a,0.19802414943704283
?a  daughter  ?f  ?b  wife  ?f   ,?a  daughter  ?b,0.291759465,0.613104524,0.74573055,393,641,527,?b,0.419423692096267
?b  mother  ?f  ?a  sister  ?f   ,?a  daughter  ?b,0.3281366,0.797833935,0.827715356,442,554,534,?b,0.46996278593593455
?f  brother  ?a  ?b  father  ?f   ,?a  daughter  ?b,0.293986637,0.365988909,0.453089245,396,1082,874,?b,0.3565961279376947
?b  mother  ?f  ?f  sister  ?a   ,?a  daughter  ?b,0.232368226,0.356086462,0.368669022,313,879,849,?b,0.2850637523992356
?b  father  ?f  ?f  sister  ?a   ,?a  daughter  ?b,0.241276912,0.369318182,0.379229872,325,880,857,?b,0.2949183306731269
?b  father  ?f  ?a  sister  ?f   ,?a  daughter  ?b,0.341499629,0.83032491,0.856610801,460,554,537,?b,0.4883227178631487
?f  aunt  ?a  ?b  sister  ?f   ,?a  daughter  ?b,0.092798812,0.049426651,0.152998776,125,2529,817,?b,0.1155268020795559
?b  sister  ?f  ?f  uncle  ?a   ,?a  daughter  ?b,0.11878248,0.059127864,0.172786177,160,2706,926,?b,0.14078310628415017
?a  niece  ?f  ?b  sister  ?f   ,?a  daughter  ?b,0.147735709,0.138098543,0.360507246,199,1441,552,?b,0.209583991528018
?a  daughter  ?f  ?f  husband  ?b   ,?a  daughter  ?b,0.295471418,0.614197531,0.759541985,398,648,524,?b,0.42544094075074934
?a  daughter  ?f  ?f  wife  ?b   ,?a  daughter  ?b,0.291759465,0.795546559,0.871396896,393,494,451,?b,0.43715239103544845
?f  daughter  ?b  ?a  sister  ?f   ,?a  daughter  ?b,0.474387528,0.799749687,0.799749687,639,799,799,?b,0.5955265611399692
?a  sister  ?f  ?f  son  ?b   ,?a  daughter  ?b,0.519673348,0.811123986,0.843373494,700,863,830,?b,0.6430868165885644
?f  brother  ?a  ?b  mother  ?f   ,?a  daughter  ?b,0.289532294,0.363466915,0.444697834,390,1073,877,?b,0.3507194246184657
?e  daughter  ?a  ?e  sister  ?b   ,?a  mother  ?b,0.49964863,0.40237691,0.500351865,711,1767,1421,?b,0.5000000002303897
?e  brother  ?a  ?e  son  ?b   ,?a  daughter  ?b,0.558277654,0.356398104,0.441573693,752,2110,1703,?b,0.49311475377980596
?e  brother  ?b  ?e  uncle  ?a   ,?a  daughter  ?b,0.331848552,0.071911197,0.184102142,447,6216,2428,?b,0.23682119223120335
?f  brother  ?b  ?a  niece  ?f   ,?a  daughter  ?b,0.332590943,0.16392243,0.380952381,448,2733,1176,?b,0.35513277855258946
?e  father  ?a  ?e  husband  ?b   ,?a  daughter  ?b,0.279881218,0.26216968,0.417497231,377,1438,903,?b,0.33511111130968535
?e  mother  ?a  ?e  wife  ?b   ,?a  daughter  ?b,0.290274684,0.332765957,0.469951923,391,1175,832,?b,0.35888021989216523
?b  husband  ?f  ?f  mother  ?a   ,?a  daughter  ?b,0.295471418,0.327841845,0.476076555,398,1214,836,?b,0.36463582228192826
?b  brother  ?f  ?f  son  ?a   ,?a  father  ?b,0.281547619,0.399830938,0.50534188,473,1183,936,?b,0.36162079498022054
?e  aunt  ?a  ?e  sister  ?b   ,?a  daughter  ?b,0.271714922,0.066727438,0.179323861,366,5485,2041,?b,0.21605667069367665
?f  daughter  ?a  ?b  sister  ?f   ,?a  father  ?b,0.1875,0.394242804,0.504807692,315,799,624,?b,0.2734374999548611
?b  sister  ?f  ?f  son  ?a   ,?a  father  ?b,0.20297619,0.395133256,0.505185185,341,863,675,?b,0.2895966024573005
?f  aunt  ?a  ?b  brother  ?f   ,?a  daughter  ?b,0.185597624,0.081512879,0.196695515,250,3067,1271,?b,0.19098548475627422
?b  brother  ?f  ?a  niece  ?f   ,?a  daughter  ?b,0.245731255,0.192330041,0.411180124,331,1721,805,?b,0.3076208180634229
?b  brother  ?f  ?f  daughter  ?a   ,?a  father  ?b,0.249404762,0.405222437,0.511599512,419,1034,819,?b,0.3353341338255773
?a  brother  ?f  ?b  nephew  ?f   ,?a  father  ?b,0.261904762,0.189655172,0.243228303,440,2320,1809,?b,0.25222126692054453
?b  daughter  ?f  ?f  wife  ?a   ,?a  father  ?b,0.217261905,0.738866397,0.924050633,365,494,395,?b,0.3518072292342343
?b  nephew  ?f  ?f  sister  ?a   ,?a  father  ?b,0.169047619,0.093760317,0.117403886,284,3029,2419,?b,0.13857038307162978
?b  daughter  ?f  ?a  husband  ?f   ,?a  father  ?b,0.224404762,0.742125984,0.915048544,377,508,412,?b,0.36042065024254105
?a  niece  ?f  ?f  sister  ?b   ,?a  daughter  ?b,0.264291017,0.145010183,0.352824579,356,2455,1009,?b,0.3022071307577417
?f  brother  ?a  ?b  niece  ?f   ,?a  father  ?b,0.142261905,0.087449689,0.115458937,239,2733,2070,?b,0.127466666641536
?b  niece  ?f  ?f  sister  ?a   ,?a  father  ?b,0.123214286,0.084317719,0.110164981,207,2455,1879,?b,0.11632481025933264
?a  brother  ?f  ?b  niece  ?f   ,?a  father  ?b,0.17202381,0.167925625,0.220106626,289,1721,1313,?b,0.1931172739203802
?a  husband  ?f  ?f  mother  ?b   ,?a  father  ?b,0.5375,0.743822076,0.913043478,903,1214,989,?b,0.6766579242445845
?b  son  ?f  ?f  wife  ?a   ,?a  father  ?b,0.282142857,0.765751212,0.918604651,474,619,516,?b,0.43169398888584315
?a  father  ?f  ?f  sister  ?b   ,?a  father  ?b,0.4125,0.7875,1.0,693,880,693,?b,0.584070796460177
?a  father  ?f  ?b  sister  ?f   ,?a  father  ?b,0.258928571,0.785198556,1.0,435,554,435,?b,0.41134751718967866
?a  brother  ?f  ?f  uncle  ?b   ,?a  father  ?b,0.360119048,0.178994083,0.231269113,605,3380,2616,?b,0.2816573556850909
?e  brother  ?b  ?e  son  ?a   ,?a  father  ?b,0.50297619,0.400473934,0.50689862,845,2110,1667,?b,0.504929787492883
?a  husband  ?f  ?b  son  ?f   ,?a  father  ?b,0.286904762,0.753125,0.911153119,482,640,529,?b,0.43639655962874585
?f  aunt  ?b  ?a  brother  ?f   ,?a  father  ?b,0.310714286,0.170198891,0.221374046,522,3067,2358,?b,0.2585438338152514
?e  aunt  ?b  ?e  sister  ?a   ,?a  father  ?b,0.298214286,0.091340018,0.117275281,501,5485,4272,?b,0.1683467743432622
?f  brother  ?b  ?a  father  ?f   ,?a  father  ?b,0.50952381,0.791127542,1.0,856,1082,856,?b,0.6750788647712684
?e  daughter  ?a  ?e  sister  ?b   ,?a  father  ?b,0.424404762,0.403508772,0.511111111,713,1767,1395,?b,0.4637398374094943
?e  brother  ?a  ?e  uncle  ?b   ,?a  father  ?b,0.358928571,0.097007722,0.125207641,603,6216,4816,?b,0.18565270908680143
?f  aunt  ?a  ?b  brother  ?f   ,?a  niece  ?b,0.374772313,0.268340398,0.309514855,823,3067,2659,?b,0.3390319256029352
?b  brother  ?f  ?f  father  ?a   ,?a  niece  ?b,0.221766849,0.334019204,0.373752878,487,1458,1303,?b,0.2783652473656558
?b  brother  ?f  ?f  mother  ?a   ,?a  niece  ?b,0.135701275,0.332589286,0.353499407,298,896,843,?b,0.1961171437681844
?e  mother  ?b  ?e  wife  ?a   ,?a  father  ?b,0.525595238,0.751489362,0.922675026,883,1175,957,?b,0.6697004170309004
?b  brother  ?f  ?a  father  ?f   ,?a  father  ?b,0.355952381,0.78996037,1.0,598,757,598,?b,0.5250219491299377
?f  mother  ?a  ?b  sister  ?f   ,?a  niece  ?b,0.086976321,0.304625199,0.338053097,191,627,565,?b,0.1383556687349869
?b  sister  ?f  ?f  uncle  ?a   ,?a  niece  ?b,0.363843352,0.295269771,0.334169803,799,2706,2391,?b,0.3483758447523805
?f  father  ?a  ?b  sister  ?f   ,?a  niece  ?b,0.174408015,0.343497758,0.384924623,383,1115,995,?b,0.24005014140459777
?a  daughter  ?f  ?b  sister  ?f   ,?a  niece  ?b,0.298724954,0.779097387,0.796116505,656,842,824,?b,0.4344370856251358
?e  daughter  ?b  ?e  sister  ?a   ,?a  daughter  ?b,0.473645137,0.36106395,0.36106395,638,1767,1767,?b,0.4097623632639599
?b  brother  ?f  ?f  uncle  ?a   ,?a  niece  ?b,0.406648452,0.264201183,0.30899654,893,3380,2890,?b,0.35116004742294366
?f  brother  ?a  ?b  nephew  ?f   ,?a  father  ?b,0.207738095,0.100750577,0.127885672,349,3464,2729,?b,0.15831254214529356
?f  brother  ?a  ?b  uncle  ?f   ,?a  niece  ?b,0.403916211,0.351704996,0.376006783,887,2522,2359,?b,0.38946212964112
?f  sister  ?a  ?b  uncle  ?f   ,?a  niece  ?b,0.337431694,0.3470726,0.35235378,741,2135,2103,?b,0.3447313327236094
?b  aunt  ?f  ?f  brother  ?a   ,?a  niece  ?b,0.353825137,0.354309166,0.3820059,777,2193,2034,?b,0.3673758868703667
?a  niece  ?f  ?b  sister  ?f   ,?a  niece  ?b,0.424408015,0.646773074,0.702336096,932,1441,1327,?b,0.5290945219170698
?e  brother  ?b  ?e  father  ?a   ,?a  niece  ?b,0.39708561,0.334484081,0.378308026,872,2607,2305,?b,0.38746945112174186
?b  brother  ?f  ?a  niece  ?f   ,?a  niece  ?b,0.476775956,0.608367228,0.674179008,1047,1721,1553,?b,0.5585489460634215
?e  brother  ?b  ?a  daughter  ?e   ,?a  niece  ?b,0.449908925,0.792301524,0.806530612,988,1247,1225,?b,0.5776088859650588
?f  aunt  ?a  ?b  sister  ?f   ,?a  niece  ?b,0.349726776,0.303677343,0.341637011,768,2529,2248,?b,0.34563456364342826
?e  nephew  ?b  ?a  sister  ?e   ,?a  niece  ?b,0.707650273,0.780904523,0.793667007,1554,1990,1958,?b,0.7481945111224497
?a  daughter  ?f  ?f  sister  ?b   ,?a  niece  ?b,0.229508197,0.786271451,0.80127186,504,641,629,?b,0.3568141596193812
?e  brother  ?a  ?e  nephew  ?b   ,?a  niece  ?b,0.743624772,0.351031814,0.375747814,1633,4652,4346,?b,0.49923570759173197
?e  mother  ?a  ?e  sister  ?b   ,?a  niece  ?b,0.214480874,0.330063069,0.359541985,471,1427,1310,?b,0.26868225881051505
?e  brother  ?b  ?e  uncle  ?a   ,?a  niece  ?b,0.775045537,0.273809524,0.317537313,1702,6216,5360,?b,0.4505029111002833
?a  sister  ?f  ?b  uncle  ?f   ,?a  niece  ?b,0.453551913,0.783634933,0.793625498,996,1271,1255,?b,0.577223993392994
?b  brother  ?f  ?a  daughter  ?f   ,?a  niece  ?b,0.397996357,0.798173516,0.810760668,874,1095,1078,?b,0.533903481988676
?e  aunt  ?a  ?e  sister  ?b   ,?a  niece  ?b,0.713570128,0.285688241,0.324162185,1567,5485,4834,?b,0.4458036989799501
?b  aunt  ?f  ?f  sister  ?a   ,?a  niece  ?b,0.299635701,0.358583106,0.363938053,658,1835,1808,?b,0.3286713284661652
?b  daughter  ?f  ?f  mother  ?a   ,?a  sister  ?b,0.291809711,0.270208901,0.344129555,595,2202,1729,?b,0.3158174101207602
?b  daughter  ?f  ?f  father  ?a   ,?a  sister  ?b,0.288376655,0.225287356,0.307853403,588,2610,1910,?b,0.29779691042515993
?a  daughter  ?f  ?b  son  ?f   ,?a  sister  ?b,0.444335459,0.677130045,0.748142031,906,1338,1211,?b,0.5575384617810727
?f  father  ?a  ?b  son  ?f   ,?a  sister  ?b,0.300147131,0.218727663,0.313203685,612,2798,1954,?b,0.3065364389158251
?e  brother  ?b  ?a  niece  ?e   ,?a  niece  ?b,0.783242259,0.629345042,0.68717539,1720,2733,2503,?b,0.7320706537477177
?e  niece  ?b  ?e  sister  ?a   ,?a  niece  ?b,0.62568306,0.350778657,0.350778657,1374,3917,3917,?b,0.44953378032832886
?f  niece  ?b  ?a  sister  ?f   ,?a  niece  ?b,0.631602914,0.771412681,0.771412681,1387,1798,1798,?b,0.6945418125821365
?f  brother  ?a  ?b  brother  ?f   ,?a  sister  ?b,0.42177538,0.28261584,0.341812401,860,3043,2516,?b,0.3776070254337592
?b  mother  ?f  ?f  nephew  ?a   ,?a  sister  ?b,0.076508092,0.114118508,0.288354898,156,1367,541,?b,0.12093023227614629
?a  niece  ?f  ?f  sister  ?b   ,?a  niece  ?b,0.724499089,0.648065173,0.693246187,1591,2455,2295,?b,0.7085281671349031
?b  brother  ?f  ?a  sister  ?f   ,?a  sister  ?b,0.477194703,0.758970359,0.783413849,973,1282,1242,?b,0.5931118560262502
?f  mother  ?a  ?b  son  ?f   ,?a  sister  ?b,0.33938205,0.263418348,0.343424318,692,2627,2015,?b,0.34139121872598555
?b  mother  ?f  ?f  niece  ?a   ,?a  sister  ?b,0.061794998,0.12034384,0.284424379,126,1047,443,?b,0.10153102396378143
?a  aunt  ?f  ?b  mother  ?f   ,?a  sister  ?b,0.107896027,0.267314702,0.607734807,220,823,362,?b,0.18325697560681628
?f  sister  ?a  ?b  sister  ?f   ,?a  sister  ?b,0.333496812,0.295267043,0.305480683,680,2303,2226,?b,0.318874560388336
?a  sister  ?f  ?b  sister  ?f   ,?a  sister  ?b,0.415890142,0.5,0.567603748,848,1696,1494,?b,0.4800452870234958
?b  father  ?f  ?f  niece  ?a   ,?a  sister  ?b,0.099558607,0.205882353,0.307575758,203,986,660,?b,0.1504260836023955
?a  aunt  ?f  ?b  father  ?f   ,?a  sister  ?b,0.178518882,0.469677419,0.644247788,364,775,565,?b,0.27956989274913874
?b  niece  ?f  ?f  uncle  ?a   ,?a  sister  ?b,0.31976459,0.116950673,0.150126641,652,5575,4343,?b,0.20432466341318972
?b  father  ?f  ?f  nephew  ?a   ,?a  sister  ?b,0.143697891,0.227484472,0.334857143,293,1288,875,?b,0.2010981467823632
?b  brother  ?f  ?f  sister  ?a   ,?a  sister  ?b,0.380088279,0.28961136,0.297162577,775,2676,2608,?b,0.33354852629417714
?f  aunt  ?a  ?b  niece  ?f   ,?a  sister  ?b,0.2849436,0.114754098,0.147724383,581,5063,3933,?b,0.19457468152802423
?a  niece  ?f  ?b  niece  ?f   ,?a  sister  ?b,0.351642962,0.223852638,0.286227545,717,3203,2505,?b,0.3155809858748911
?b  aunt  ?f  ?f  nephew  ?a   ,?a  sister  ?b,0.289357528,0.205431755,0.238769729,590,2872,2471,?b,0.26164079823158953
?b  aunt  ?f  ?f  niece  ?a   ,?a  sister  ?b,0.250613046,0.206214689,0.238339552,511,2478,2144,?b,0.24432225681310477
?f  brother  ?a  ?b  sister  ?f   ,?a  sister  ?b,0.368808239,0.293979672,0.347826087,752,2558,2162,?b,0.35800999748574924
?a  aunt  ?f  ?b  aunt  ?f   ,?a  sister  ?b,0.31976459,0.377752028,0.437583893,652,1726,1490,?b,0.36950977595276674
?f  nephew  ?a  ?b  uncle  ?f   ,?a  sister  ?b,0.312408043,0.194148126,0.22049152,637,3281,2889,?b,0.2585227275230299
?b  aunt  ?f  ?f  son  ?a   ,?a  sister  ?b,0.084355076,0.142857143,0.175331295,172,1204,981,?b,0.11390728483708851
?f  niece  ?a  ?b  uncle  ?f   ,?a  sister  ?b,0.272682688,0.19008547,0.212051869,556,2925,2622,?b,0.2385754132827129
?b  aunt  ?f  ?a  sister  ?f   ,?a  niece  ?b,0.39298725,0.76984835,0.781702899,863,1121,1104,?b,0.5230303035341752
?a  daughter  ?f  ?b  daughter  ?f   ,?a  sister  ?b,0.404119667,0.392007612,0.52284264,824,2102,1576,?b,0.45587828539440467
?a  aunt  ?f  ?b  uncle  ?f   ,?a  sister  ?b,0.357037764,0.461636018,0.493559322,728,1577,1475,?b,0.4143426297330062
?b  aunt  ?f  ?a  mother  ?f   ,?a  sister  ?b,0.107405591,0.266099635,0.321585903,219,823,681,?b,0.16102941178122135
?f  daughter  ?a  ?b  uncle  ?f   ,?a  sister  ?b,0.082883767,0.146828844,0.172625128,169,1151,979,?b,0.11199469895165233
?a  mother  ?f  ?f  nephew  ?b   ,?a  sister  ?b,0.176066699,0.262618873,0.319964349,359,1367,1122,?b,0.22714330868302401
?f  son  ?a  ?b  uncle  ?f   ,?a  sister  ?b,0.09220206,0.138540899,0.170289855,188,1357,1104,?b,0.11963092598948276
